disease,drug,true_label,prediction,dataset
ICD10-F80.1,CID-3007,1.0,0.9670955538749695,train
ICD10-I80.0,CID-60815,0.0,0.002084026811644435,train
ICD10-C43.9,CID-71306834,1.0,0.96343994140625,train
ICD10-I35.8,CID-3763,0.0,0.003557211486622691,train
ICD10-O07.1,CID-72474,0.0,0.00461591687053442,train
ICD10-I72.8,CID-92974,0.0,0.04705043509602547,train
ICD10-N32.8,CID-443879,1.0,0.3767002820968628,train
ICD10-C86.4,CID-193653,0.0,0.011414282023906708,train
ICD10-F33,CID-5994,0.0,0.017974136397242546,train
ICD10-M11,CID-4107,1.0,0.9957690238952637,train
ICD10-J45,CID-5281004,1.0,0.8257012963294983,train
ICD10-I88.8,CID-29327,0.0,0.004753593355417252,train
ICD10-F93.0,CID-2481,1.0,0.8620821833610535,train
ICD10-M85.4,CID-9852519,0.0,0.003807073924690485,train
ICD10-D52.9,CID-6037,1.0,0.041322145611047745,train
ICD10-J15.5,CID-11154555,0.0,0.2330816090106964,train
ICD10-I65,CID-441314,0.0,0.6507380604743958,train
ICD10-E50.1,CID-6140,1.0,0.9861211180686951,train
ICD10-I97.0,CID-656583,0.0,0.004670650232583284,train
ICD10-J85.1,CID-3559,0.0,0.004733146633952856,train
ICD10-I72.5,CID-3331,0.0,0.0221079271286726,train
ICD10-M11,CID-2131,0.0,0.004274330567568541,train
ICD10-I35.0,CID-65906,0.0,0.0030093074310570955,train
ICD10-F32,CID-667477,1.0,0.9655668139457703,train
ICD10-B50.8,CID-9796294,1.0,0.9472192525863647,train
ICD10-B39.2,CID-4735,1.0,0.9978851675987244,train
ICD10-F32.0,CID-3675,1.0,0.9496055841445923,train
ICD10-B65.3,CID-50248,1.0,0.9787050485610962,train
ICD10-M14.6,CID-3033,1.0,0.9554271101951599,train
ICD10-F80.0,CID-4671,1.0,0.996941864490509,train
ICD10-C34.8,CID-57379345,1.0,0.9484935402870178,train
ICD10-I73.1,CID-34592,0.0,0.006621045060455799,train
ICD10-E12,CID-439174,1.0,0.983100414276123,train
ICD10-C90,CID-387447,1.0,0.5082725286483765,train
ICD10-I34.0,CID-25077405,0.0,0.005722229368984699,train
ICD10-L13.0,CID-104741,0.0,0.23985323309898376,train
ICD10-B50.0,CID-4991,0.0,0.0027887432370334864,train
ICD10-E89.1,CID-636369,1.0,0.9974886178970337,train
ICD10-M15,CID-9852519,0.0,0.01695389859378338,train
ICD10-A19.1,CID-1046,1.0,0.9959641695022583,train
ICD10-M23.1,CID-3562,0.0,0.003520740894600749,train
ICD10-I45.4,CID-60648,0.0,0.0055723898112773895,train
ICD10-K86.1,CID-71329,0.0,0.02988629974424839,train
ICD10-E13.8,CID-9837243,0.0,0.04663417115807533,train
ICD10-I09.0,CID-16004692,1.0,0.9958042502403259,train
ICD10-A57,CID-68579,0.0,0.024270590394735336,train
ICD10-H40.2,CID-5910,1.0,0.9689285159111023,train
ICD10-I77.2,CID-4510,1.0,0.9570255279541016,train
ICD10-F32.0,CID-5361323,1.0,0.9744375348091125,train
ICD10-R52.0,CID-1993,0.0,0.049922846257686615,train
ICD10-I28,CID-5452,0.0,0.028965026140213013,train
ICD10-A39.2,CID-439260,1.0,0.9936386942863464,train
ICD10-A17.1,CID-3036108,1.0,0.998702883720398,train
ICD10-B68.0,CID-4891,1.0,0.9943603873252869,train
ICD10-G43,CID-77993,1.0,0.9657148718833923,train
ICD10-I72.4,CID-4510,1.0,0.985335111618042,train
ICD10-I77.5,CID-71414,0.0,0.008525547571480274,train
ICD10-N30.3,CID-5328,1.0,0.9817781448364258,train
ICD10-I97.2,CID-16130966,0.0,0.004019631072878838,train
ICD10-B66.2,CID-5430,1.0,0.9977413415908813,train
ICD10-B36.1,CID-3372,0.0,0.007646974176168442,train
ICD10-I47.1,CID-16004692,1.0,0.9984194040298462,train
ICD10-A51.2,CID-447043,1.0,0.9875215888023376,train
ICD10-I24.0,CID-5362116,1.0,0.998456597328186,train
ICD10-M20.1,CID-679,0.0,0.005741096567362547,train
ICD10-F32.2,CID-60835,1.0,0.9943087697029114,train
ICD10-J15.0,CID-43708,1.0,0.7892016768455505,train
ICD10-G51,CID-2466,0.0,0.5147544145584106,train
ICD10-I25.4,CID-937,0.0,0.048728398978710175,train
ICD10-B51.8,CID-3779,0.0,0.005709958262741566,train
ICD10-B50.8,CID-444031,0.0,0.010386912152171135,train
ICD10-F00.1,CID-446156,0.0,0.0060325670056045055,train
ICD10-B41.7,CID-359,0.0,0.014621123671531677,train
ICD10-I15,CID-9829523,0.0,0.9734187126159668,train
ICD10-E61.0,CID-5775,0.0,0.016492236405611038,train
ICD10-L67.1,CID-443943,1.0,0.9993430972099304,train
ICD10-I83.1,CID-60823,1.0,0.9982307553291321,train
ICD10-E85.0,CID-221493,1.0,0.9964725375175476,train
ICD10-E13.8,CID-5826,0.0,0.035928357392549515,train
ICD10-B51,CID-5918,0.0,0.005659463349729776,train
ICD10-C90.1,CID-24872560,1.0,0.9828006029129028,train
ICD10-C92.7,CID-2723601,1.0,0.9973253011703491,train
ICD10-C84.8,CID-5282451,0.0,0.021270543336868286,train
ICD10-G41.2,CID-4510,0.0,0.32912570238113403,train
ICD10-T78.2,CID-22528,1.0,0.9916419982910156,train
ICD10-F32.1,CID-5702045,0.0,0.003814883530139923,train
ICD10-K83.4,CID-16129665,1.0,0.9966913461685181,train
ICD10-C25,CID-5576,1.0,0.9909937977790833,train
ICD10-L13.8,CID-443943,1.0,0.9995774626731873,train
ICD10-I11,CID-73303,0.0,0.884276270866394,train
ICD10-F32.1,CID-8550,0.0,0.0156363807618618,train
ICD10-E60,CID-1110,1.0,0.9833800196647644,train
ICD10-Z45.0,CID-71992,1.0,0.9987503290176392,train
ICD10-G31.8,CID-444008,1.0,0.9899778366088867,train
ICD10-I42.0,CID-2197,0.0,0.06782735139131546,train
ICD10-H40.1,CID-10547,1.0,0.5471110939979553,train
ICD10-I51.3,CID-3698,1.0,0.9915410876274109,train
ICD10-C85.7,CID-30323,1.0,0.991832971572876,train
ICD10-E53.0,CID-1060,1.0,0.9927719235420227,train
ICD10-I86.2,CID-5258,0.0,0.004312044009566307,train
ICD10-C86.5,CID-49803313,1.0,0.9965988993644714,train
ICD10-I77.2,CID-4033,0.0,0.010374866425991058,train
ICD10-M75.0,CID-2576,1.0,0.9992782473564148,train
ICD10-C92.5,CID-126565,1.0,0.9898577332496643,train
ICD10-I36.2,CID-54670067,0.0,0.008106832392513752,train
ICD10-J70.2,CID-60843,0.0,0.006588975433260202,train
ICD10-I82.0,CID-3741,1.0,0.9968392848968506,train
ICD10-I39.0,CID-5311064,1.0,0.9978815913200378,train
ICD10-C69.8,CID-2578,1.0,0.9893559813499451,train
ICD10-F41.1,CID-5462501,0.0,0.010013732127845287,train
ICD10-N34.1,CID-42613186,1.0,0.990196943283081,train
ICD10-I87.1,CID-9568614,1.0,0.9989866614341736,train
ICD10-R52,CID-5359272,1.0,0.8791181445121765,train
ICD10-C93.3,CID-3696,0.0,0.010229114443063736,train
ICD10-M16,CID-441477,1.0,0.9871830940246582,train
ICD10-M24.8,CID-156419,0.0,0.00627455348148942,train
ICD10-I86.4,CID-2244,1.0,0.9909955859184265,train
ICD10-C92.2,CID-55483,0.0,0.015481611713767052,train
ICD10-M79.4,CID-2576,1.0,0.9989308714866638,train
ICD10-N36.3,CID-5328,1.0,0.8781670928001404,train
ICD10-M23.5,CID-3033,1.0,0.9863442182540894,train
ICD10-F10.2,CID-71158,1.0,0.5017154812812805,train
ICD10-N35,CID-42613186,1.0,0.9958208799362183,train
ICD10-B36.2,CID-4735,1.0,0.9977941513061523,train
ICD10-B39.2,CID-123619,0.0,0.016065573319792747,train
ICD10-I39.4,CID-4409,0.0,0.005019013304263353,train
ICD10-G40.0,CID-135326,0.0,0.01929299533367157,train
ICD10-M11.0,CID-2576,1.0,0.9978985786437988,train
ICD10-F80.9,CID-71401,1.0,0.8808289766311646,train
ICD10-K83.4,CID-5282430,1.0,0.9759307503700256,train
ICD10-M96.4,CID-146570,0.0,0.004637673031538725,train
ICD10-M88,CID-2088,1.0,0.9835835099220276,train
ICD10-Q82.0,CID-4906,0.0,0.0024555460549890995,train
ICD10-M21.7,CID-151075,1.0,0.9780210852622986,train
ICD10-I70.1,CID-6476,0.0,0.06962364912033081,train
ICD10-E78.2,CID-5282451,1.0,0.9664096832275391,train
ICD10-I51.7,CID-9568614,1.0,0.9985259175300598,train
ICD10-E52,CID-6436030,0.0,0.0060770041309297085,train
ICD10-E46,CID-5461108,1.0,0.9852795600891113,train
ICD10-M25.8,CID-16218860,0.0,0.022789767012000084,train
ICD10-B69.8,CID-7028,0.0,0.029914027079939842,train
ICD10-I51.8,CID-1046,0.0,0.009422206319868565,train
ICD10-I25,CID-4170,0.0,0.002519021974876523,train
ICD10-J66.0,CID-65781,1.0,0.9971376657485962,train
ICD10-E51.2,CID-1989,0.0,0.025003354996442795,train
ICD10-J03,CID-2481,0.0,0.0034222290851175785,train
ICD10-I21.4,CID-156320,1.0,0.9945604205131531,train
ICD10-G41,CID-57469,0.0,0.01992833986878395,train
ICD10-J15.3,CID-65781,1.0,0.9930281043052673,train
ICD10-C64,CID-4826,0.0,0.034673601388931274,train
ICD10-J45,CID-637,0.0,0.5604948997497559,train
ICD10-J21.8,CID-5282219,1.0,0.9634377360343933,train
ICD10-L72,CID-5749,0.0,0.006339889485388994,train
ICD10-I34.1,CID-443873,1.0,0.9988284707069397,train
ICD10-M79,CID-5288826,0.0,0.004372193478047848,train
ICD10-I28.0,CID-39468,0.0,0.022423140704631805,train
ICD10-E61.5,CID-54697325,0.0,0.004186565522104502,train
ICD10-B65,CID-4030,1.0,0.9989262223243713,train
ICD10-N34.0,CID-5344,1.0,0.9639005661010742,train
ICD10-F32.1,CID-5533,1.0,0.9383774399757385,train
ICD10-M14.0,CID-119607,1.0,0.9964026212692261,train
ICD10-Z03,CID-5311128,0.0,0.010272780433297157,train
ICD10-I06.2,CID-11499245,0.0,0.018301932141184807,train
ICD10-L24.9,CID-11622909,0.0,0.012567144818603992,train
ICD10-I12,CID-154100,0.0,0.0916011855006218,train
ICD10-B51,CID-153241,0.0,0.0074568032287061214,train
ICD10-IV,CID-22179320,0.0,0.01629105769097805,train
ICD10-E51.1,CID-750,1.0,0.9982481002807617,train
ICD10-M01.2,CID-6439929,1.0,0.9963021278381348,train
ICD10-J98.6,CID-6918155,1.0,0.9455452561378479,train
ICD10-I99,CID-1548887,0.0,0.005247809924185276,train
ICD10-C90,CID-9838022,0.0,0.015924787148833275,train
ICD10-N31,CID-20824,1.0,0.9886925220489502,train
ICD10-I99,CID-71992,1.0,0.9975306391716003,train
ICD10-K80.0,CID-9853053,0.0,0.025149241089820862,train
ICD10-J45.9,CID-65781,1.0,0.9180788993835449,train
ICD10-F41.8,CID-5736,1.0,0.6844727993011475,train
ICD10-C72,CID-445354,0.0,0.07981602847576141,train
ICD10-A43.8,CID-7099,1.0,0.9932017922401428,train
ICD10-M24.0,CID-156391,1.0,0.9891996383666992,train
ICD10-K59.0,CID-5458180,0.0,0.06018771976232529,train
ICD10-Z30,CID-1986,0.0,0.025692248716950417,train
ICD10-E83.0,CID-636369,1.0,0.9976855516433716,train
ICD10-I06.1,CID-3741,1.0,0.9965553283691406,train
ICD10-I34.1,CID-3086401,0.0,0.010298565961420536,train
ICD10-I23.3,CID-5530,0.0,0.016358310356736183,train
ICD10-J95.0,CID-5282219,1.0,0.9743339419364929,train
ICD10-M14.2,CID-23668825,0.0,0.008474273607134819,train
ICD10-M02,CID-119607,1.0,0.989919900894165,train
ICD10-I77,CID-443872,0.0,0.18159128725528717,train
ICD10-M79.3,CID-6439929,0.0,0.012845783494412899,train
ICD10-O03.3,CID-3003141,0.0,0.02534518390893936,train
ICD10-C19,CID-60838,1.0,0.6958546042442322,train
ICD10-K86.8,CID-5273755,1.0,0.730860710144043,train
ICD10-I34.1,CID-64929,1.0,0.9985647797584534,train
ICD10-O00.1,CID-5280360,1.0,0.9518426060676575,train
ICD10-B36.8,CID-54687,0.0,0.1450306624174118,train
ICD10-I87.1,CID-5756,0.0,0.006032104138284922,train
ICD10-C85.1,CID-49803313,1.0,0.9969436526298523,train
ICD10-I12,CID-60846,1.0,0.9922797679901123,train
ICD10-L72.1,CID-5462501,0.0,0.02573970891535282,train
ICD10-M11.0,CID-5584,0.0,0.002667034277692437,train
ICD10-E51.8,CID-10917,1.0,0.9980010390281677,train
ICD10-M25.0,CID-2576,1.0,0.9968564510345459,train
ICD10-E75.3,CID-636369,1.0,0.9993067979812622,train
ICD10-A50.0,CID-447043,1.0,0.985645592212677,train
ICD10-A17.0,CID-4021,0.0,0.01876416988670826,train
ICD10-G56.8,CID-11957582,0.0,0.011631201021373272,train
ICD10-N91.0,CID-5912039,0.0,0.017534134909510612,train
ICD10-N48.4,CID-8969,1.0,0.7844613194465637,train
ICD10-M06.0,CID-115368,0.0,0.5592269897460938,train
ICD10-I35.1,CID-9294,0.0,0.041098564863204956,train
ICD10-M10.0,CID-3677,0.0,0.00848208274692297,train
ICD10-E51.8,CID-53232,0.0,0.009520101360976696,train
ICD10-K52.8,CID-3957,1.0,0.740543007850647,train
ICD10-B41,CID-2372,0.0,0.03150501102209091,train
ICD10-N30.3,CID-6604200,1.0,0.8936363458633423,train
ICD10-I80.0,CID-22833565,1.0,0.9798138737678528,train
ICD10-C92.3,CID-4097,0.0,0.004137133713811636,train
ICD10-I30,CID-71992,1.0,0.9967562556266785,train
ICD10-I11,CID-4870,1.0,0.9937899708747864,train
ICD10-Z13,CID-11672461,1.0,0.9915540814399719,train
ICD10-I51.3,CID-64929,1.0,0.9955254197120667,train
ICD10-F94.0,CID-5362119,0.0,0.014875941909849644,train
ICD10-C86.2,CID-26757,0.0,0.01550314575433731,train
ICD10-N34.1,CID-5328,1.0,0.6230471134185791,train
ICD10-I10,CID-5362119,1.0,0.7336337566375732,train
ICD10-F41.2,CID-50922675,0.0,0.006684537976980209,train
ICD10-J45,CID-5403,1.0,0.4115135371685028,train
ICD10-F32.2,CID-4011,1.0,0.8623029589653015,train
ICD10-M10.9,CID-119607,1.0,0.8882814049720764,train
ICD10-M10.2,CID-3762,0.0,0.007958948612213135,train
ICD10-I21.4,CID-5394,0.0,0.2910916209220886,train
ICD10-K86.8,CID-439693,0.0,0.1377493143081665,train
ICD10-J86,CID-157920,0.0,0.017556292936205864,train
ICD10-L23.8,CID-2466,1.0,0.9982343912124634,train
ICD10-E13.8,CID-72941761,1.0,0.9830166697502136,train
ICD10-E74,CID-31593,0.0,0.008856730535626411,train
ICD10-I86.3,CID-2244,1.0,0.992815375328064,train
ICD10-I21,CID-10077130,1.0,0.9516805410385132,train
ICD10-G41.1,CID-219078,1.0,0.9931665062904358,train
ICD10-F33.8,CID-3675,1.0,0.9834574460983276,train
ICD10-N40,CID-54841,0.0,0.025232519954442978,train
ICD10-N36.3,CID-6140,0.0,0.043730463832616806,train
ICD10-B74.8,CID-4030,1.0,0.9884293079376221,train
ICD10-I49.8,CID-2368,1.0,0.9492347836494446,train
ICD10-R52,CID-25213,1.0,0.8521428108215332,train
ICD10-I82.1,CID-11953891,0.0,0.02155199460685253,train
ICD10-Z11.3,CID-2249,0.0,0.023630602285265923,train
ICD10-M05,CID-5311052,0.0,0.005302651319652796,train
ICD10-I24.0,CID-71657455,0.0,0.3506227135658264,train
ICD10-C82.0,CID-9829523,1.0,0.9972520470619202,train
ICD10-C95.9,CID-9571037,0.0,0.006891393568366766,train
ICD10-M11.2,CID-6439929,1.0,0.994840681552887,train
ICD10-I39.1,CID-5311064,1.0,0.998106837272644,train
ICD10-F02.4,CID-65028,0.0,0.0343807190656662,train
ICD10-K85.2,CID-2092,0.0,0.0864064171910286,train
ICD10-I25.1,CID-6436135,0.0,0.01572301797568798,train
ICD10-R56.8,CID-1775,1.0,0.9886282086372375,train
ICD10-I11,CID-9681,0.0,0.015927685424685478,train
ICD10-C91.5,CID-493570,0.0,0.021577317267656326,train
ICD10-E74.3,CID-123606,0.0,0.004709295462816954,train
ICD10-G40.0,CID-5281107,0.0,0.007978372275829315,train
ICD10-I87.1,CID-64929,1.0,0.9974232912063599,train
ICD10-I72.2,CID-3229,0.0,0.00441585760563612,train
ICD10-Q82.0,CID-123707,0.0,0.005566922947764397,train
ICD10-J20.2,CID-3899,0.0,0.006674824748188257,train
ICD10-O05.9,CID-5280360,1.0,0.997260570526123,train
ICD10-C69.1,CID-3950,1.0,0.9829078316688538,train
ICD10-M21.2,CID-5090,1.0,0.9847197532653809,train
ICD10-E51.1,CID-1051,1.0,0.9966603517532349,train
ICD10-M93.9,CID-2083,0.0,0.004720848985016346,train
ICD10-F63.0,CID-5359272,0.0,0.043430816382169724,train
ICD10-I49.8,CID-5284514,0.0,0.015519902110099792,train
ICD10-I95.8,CID-5526,0.0,0.0021695976611226797,train
ICD10-I39.1,CID-5284371,0.0,0.005024088080972433,train
ICD10-C93.1,CID-107807,0.0,0.021474262699484825,train
ICD10-C90.0,CID-104850,0.0,0.005248507019132376,train
ICD10-M01,CID-5281004,0.0,0.006791688036173582,train
ICD10-H40.0,CID-24826799,0.0,0.0167536623775959,train
ICD10-I71,CID-443873,1.0,0.9981433153152466,train
ICD10-N32.2,CID-59693,0.0,0.005997404456138611,train
ICD10-F32.2,CID-54897,0.0,0.013286234810948372,train
ICD10-B39,CID-12620,0.0,0.02905396930873394,train
ICD10-I72,CID-16004692,1.0,0.9953857064247131,train
ICD10-J03.0,CID-65781,1.0,0.996322512626648,train
ICD10-I89.1,CID-5284570,0.0,0.008376060053706169,train
ICD10-I07.0,CID-9568614,1.0,0.9979914426803589,train
ICD10-I74.3,CID-60823,1.0,0.9922337532043457,train
ICD10-F32.9,CID-6211,1.0,0.9897117614746094,train
ICD10-E74,CID-5472,0.0,0.004419964272528887,train
ICD10-N34.1,CID-439153,0.0,0.018624186515808105,train
ICD10-I89.8,CID-5362116,1.0,0.9988996982574463,train
ICD10-I12,CID-5284566,0.0,0.2079205960035324,train
ICD10-H18,CID-3000715,1.0,0.9341779947280884,train
ICD10-M01.6,CID-151075,1.0,0.9891933798789978,train
ICD10-J84.9,CID-5311309,0.0,0.016124729067087173,train
ICD10-E80,CID-5282226,0.0,0.00846766121685505,train
ICD10-C85.7,CID-5526,0.0,0.005991593934595585,train
ICD10-C92,CID-71657455,1.0,0.9994410872459412,train
ICD10-N32.3,CID-11567473,1.0,0.9928668737411499,train
ICD10-F80.2,CID-517045,0.0,0.01294669695198536,train
ICD10-B71.1,CID-5918,0.0,0.01607539691030979,train
ICD10-I25.2,CID-5362436,0.0,0.032078541815280914,train
ICD10-B44,CID-38853,0.0,0.011623024940490723,train
ICD10-XII,CID-443943,1.0,0.9992656111717224,train
ICD10-A19,CID-4543,0.0,0.016067728400230408,train
ICD10-L51.8,CID-443943,1.0,0.9987940788269043,train
ICD10-I30.1,CID-3406,0.0,0.0069723911583423615,train
ICD10-I11,CID-3763,0.0,0.12010233104228973,train
ICD10-H01.9,CID-216326,0.0,0.09172136336565018,train
ICD10-XI,CID-4421,0.0,0.0034410639200359583,train
ICD10-I83.1,CID-1712095,0.0,0.007748981937766075,train
ICD10-H60.2,CID-9961920,1.0,0.9950167536735535,train
ICD10-B50.8,CID-1549008,0.0,0.03813966363668442,train
ICD10-F41.2,CID-5361323,1.0,0.9942786693572998,train
ICD10-I31,CID-24826799,0.0,0.005176428705453873,train
ICD10-G44.0,CID-3356,0.0,0.017727013677358627,train
ICD10-E24,CID-27812,0.0,0.11499074846506119,train
ICD10-M24.6,CID-5090,1.0,0.9922458529472351,train
ICD10-R00.1,CID-16004692,1.0,0.9968606233596802,train
ICD10-E55,CID-6918245,0.0,0.03873009607195854,train
ICD10-I11,CID-16158208,0.0,0.015729689970612526,train
ICD10-C91.0,CID-637,1.0,0.9960752129554749,train
ICD10-B48.8,CID-2812,1.0,0.9949820637702942,train
ICD10-Z00.6,CID-4641,0.0,0.4161113202571869,train
ICD10-I72.5,CID-54690031,0.0,0.06747176498174667,train
ICD10-C90,CID-76943386,0.0,0.08258845657110214,train
ICD10-N36.3,CID-5910,0.0,0.0032806899398565292,train
ICD10-X61,CID-2911,0.0,0.015521618537604809,train
ICD10-I23.2,CID-443873,1.0,0.9971617460250854,train
ICD10-E23,CID-72941761,0.0,0.03430907800793648,train
ICD10-C94.0,CID-28417,0.0,0.01046246849000454,train
ICD10-N30,CID-41781,0.0,0.02338438108563423,train
ICD10-C50,CID-65359,1.0,0.08950161188840866,train
ICD10-J45,CID-23676225,0.0,0.09591978788375854,train
ICD10-I50.1,CID-36811,1.0,0.9578472971916199,train
ICD10-I95.8,CID-16158208,0.0,0.002626523608341813,train
ICD10-F41.2,CID-5353853,0.0,0.025885721668601036,train
ICD10-B48.8,CID-6989,1.0,0.9949605464935303,train
ICD10-F41.0,CID-2477,1.0,0.87110435962677,train
ICD10-E14,CID-16132446,1.0,0.9784305095672607,train
ICD10-L29.8,CID-2466,1.0,0.9957678318023682,train
ICD10-E64.8,CID-5280581,1.0,0.9816556572914124,train
ICD10-M77.3,CID-2585,0.0,0.01409468986093998,train
ICD10-E51.8,CID-10178705,0.0,0.010324560105800629,train
ICD10-L94.0,CID-443943,1.0,0.9986525177955627,train
ICD10-L29,CID-247839,0.0,0.18232986330986023,train
ICD10-I09.2,CID-443873,1.0,0.9981774091720581,train
ICD10-L71.8,CID-443943,1.0,0.9993768334388733,train
ICD10-I86.8,CID-31593,0.0,0.010842820629477501,train
ICD10-B36.0,CID-5467,0.0,0.004578746855258942,train
ICD10-I20,CID-4510,1.0,0.9631934762001038,train
ICD10-G40.7,CID-3016,1.0,0.9513906240463257,train
ICD10-R52,CID-25181577,0.0,0.018288379535079002,train
ICD10-M08,CID-5936,0.0,0.01700308918952942,train
ICD10-C88.0,CID-2723601,1.0,0.9911662936210632,train
ICD10-F41.1,CID-4064,1.0,0.9977713823318481,train
ICD10-F41.0,CID-6151,1.0,0.9665448665618896,train
ICD10-L24,CID-2466,1.0,0.9975898265838623,train
ICD10-E80.4,CID-444008,1.0,0.9976084232330322,train
ICD10-F51.9,CID-2164,1.0,0.8910775184631348,train
ICD10-J70,CID-5978,0.0,0.008996984921395779,train
ICD10-M22.2,CID-3033,1.0,0.9965489506721497,train
ICD10-I42.2,CID-2244,1.0,0.9575924873352051,train
ICD10-K86.8,CID-4413,1.0,0.9877884984016418,train
ICD10-K21,CID-2712,0.0,0.01236557774245739,train
ICD10-E56.0,CID-135398658,1.0,0.991355836391449,train
ICD10-B34.2,CID-439693,0.0,0.031257543712854385,train
ICD10-N36.2,CID-4421,1.0,0.9927001595497131,train
ICD10-E85.0,CID-23925,0.0,0.015521714463829994,train
ICD10-F84.2,CID-3007,1.0,0.8676826357841492,train
ICD10-M12.8,CID-4107,1.0,0.9973534345626831,train
ICD10-F11.2,CID-30668,1.0,0.9733154773712158,train
ICD10-E58,CID-6140,1.0,0.994691789150238,train
ICD10-E53.0,CID-77991,0.0,0.00867573544383049,train
ICD10-L04,CID-39765,0.0,0.0042260256595909595,train
ICD10-E72.0,CID-8890,1.0,0.956778347492218,train
ICD10-M09.0,CID-441477,1.0,0.9855119585990906,train
ICD10-C90,CID-2796,0.0,0.017551375553011894,train
ICD10-C92.1,CID-2723601,1.0,0.9977818131446838,train
ICD10-H40.2,CID-3033538,1.0,0.7632436156272888,train
ICD10-R00.1,CID-16850,1.0,0.9619243144989014,train
ICD10-I65,CID-444025,0.0,0.010233715176582336,train
ICD10-E71.0,CID-221493,1.0,0.9862931966781616,train
ICD10-I11,CID-60854,0.0,0.23521177470684052,train
ICD10-I74.2,CID-4510,1.0,0.9303529262542725,train
ICD10-C92.9,CID-152688,1.0,0.9934547543525696,train
ICD10-I71.2,CID-3033637,0.0,0.012012561783194542,train
ICD10-C43.9,CID-59693,0.0,0.0670832172036171,train
ICD10-F32.2,CID-6305,1.0,0.9972623586654663,train
ICD10-E83.1,CID-221493,1.0,0.9928295016288757,train
ICD10-E51.8,CID-4999,0.0,0.011322028934955597,train
ICD10-M06.0,CID-3007,0.0,0.22655782103538513,train
ICD10-I36.0,CID-71992,1.0,0.9981180429458618,train
ICD10-M12.1,CID-156391,1.0,0.9932301044464111,train
ICD10-C83.7,CID-25244225,0.0,0.009242399595677853,train
ICD10-I72.0,CID-71992,1.0,0.9961789846420288,train
ICD10-I78.1,CID-3741,1.0,0.9944532513618469,train
ICD10-I35.8,CID-19371515,0.0,0.004998391028493643,train
ICD10-I24.0,CID-443873,1.0,0.9977787137031555,train
ICD10-J44,CID-16683036,0.0,0.03609446436166763,train
ICD10-E50.6,CID-441289,0.0,0.040029168128967285,train
ICD10-M14.8,CID-221493,0.0,0.8607362508773804,train
ICD10-A54.2,CID-5359272,0.0,0.018093304708600044,train
ICD10-I09.2,CID-3698,1.0,0.9970524311065674,train
ICD10-I49.8,CID-64929,1.0,0.994030773639679,train
ICD10-I47.1,CID-3037617,0.0,0.01043771579861641,train
ICD10-F80.8,CID-9852519,0.0,0.0054351468570530415,train
ICD10-F84.1,CID-5280453,0.0,0.03874484449625015,train
ICD10-I44.7,CID-156320,1.0,0.9915621876716614,train
ICD10-E79.8,CID-134018,1.0,0.6875396370887756,train
ICD10-F81.2,CID-3007,1.0,0.9803511500358582,train
ICD10-O05.9,CID-6434572,1.0,0.9953683614730835,train
ICD10-L21,CID-3033769,0.0,0.029793506488204002,train
ICD10-I45.1,CID-64929,1.0,0.9985629916191101,train
ICD10-I07.0,CID-64929,1.0,0.9970073103904724,train
ICD10-F41.8,CID-9560989,1.0,0.9957773685455322,train
ICD10-I89,CID-5311064,1.0,0.9990429282188416,train
ICD10-L24.6,CID-3202,0.0,0.004530764650553465,train
ICD10-Z12.6,CID-11672461,1.0,0.9936739206314087,train
ICD10-H18,CID-4633,1.0,0.7022367715835571,train
ICD10-I78.1,CID-64929,1.0,0.997681736946106,train
ICD10-C83.0,CID-50905713,1.0,0.9294827580451965,train
ICD10-I07.1,CID-5578,0.0,0.004367116838693619,train
ICD10-I37.2,CID-2088,0.0,0.016394687816500664,train
ICD10-I73.9,CID-5362116,1.0,0.9988428354263306,train
ICD10-E78.5,CID-8730,0.0,0.1357317715883255,train
ICD10-C82.2,CID-3033,0.0,0.02929764986038208,train
ICD10-G40.6,CID-11978813,0.0,0.15171055495738983,train
ICD10-E78.0,CID-9853053,1.0,0.9670413732528687,train
ICD10-G41.8,CID-4060,1.0,0.9586572051048279,train
ICD10-E50.6,CID-6140,1.0,0.9934585690498352,train
ICD10-E78.5,CID-446155,1.0,0.5624353289604187,train
ICD10-E53.1,CID-9072,0.0,0.01623367704451084,train
ICD10-I05.0,CID-24847878,0.0,0.0055290888994932175,train
ICD10-G41.1,CID-129228,1.0,0.9931601285934448,train
ICD10-M10,CID-13769,0.0,0.01619735360145569,train
ICD10-I83,CID-4329331,0.0,0.005291107576340437,train
ICD10-I26,CID-3488,0.0,0.5351199507713318,train
ICD10-E23.0,CID-667467,0.0,0.04039781913161278,train
ICD10-R56,CID-2583,0.0,0.014436145313084126,train
ICD10-T86,CID-5284616,1.0,0.9515671730041504,train
ICD10-C81.7,CID-446220,0.0,0.00505470996722579,train
ICD10-L95.0,CID-443943,1.0,0.9988890290260315,train
ICD10-B51.8,CID-441335,0.0,0.003348099533468485,train
ICD10-O07.1,CID-54690031,0.0,0.011858562007546425,train
ICD10-C86,CID-4033,1.0,0.7743218541145325,train
ICD10-F51.9,CID-5281077,1.0,0.9058880805969238,train
ICD10-F33.0,CID-2801,1.0,0.976132333278656,train
ICD10-A44.8,CID-5280581,0.0,0.06082436069846153,train
ICD10-B66.5,CID-3033825,0.0,0.009476738050580025,train
ICD10-K85.3,CID-441290,0.0,0.009743609465658665,train
