disease,map
ICD10-R56.01,206536
ICD10-H16,206537
ICD10-M60.00,206538
ICD10-C41.4,206539
ICD10-J63.3,206540
ICD10-Q30,206541
ICD10-K76.5,206542
ICD10-M05,206543
ICD10-F06.4,206544
ICD10-E03.0,206545
ICD10-C81.9,206546
ICD10-C55,206547
ICD10-H25.8,206548
ICD10-K44,206549
ICD10-L12.1,206550
ICD10-I46.9,206551
ICD10-A46,206552
ICD10-G12.23,206553
ICD10-E54,206554
ICD10-E53.1,206555
ICD10-P54.5,206556
ICD10-N48.0,206557
ICD10-L81.1,206558
ICD10-M76.8,206559
ICD10-A39.0,206560
ICD10-E71.440,206561
ICD10-M12.9,206562
ICD10-E87.4,206563
ICD10-K83.1,206564
ICD10-C79,206565
ICD10-M35.00,206566
ICD10-J96.0,206567
ICD10-E50.3,206568
ICD10-E75.23,206569
ICD10-E55.0,206570
ICD10-A92.31,206571
ICD10-C67.9,206572
ICD10-Q69.9,206573
ICD10-A59,206574
ICD10-J85,206575
ICD10-L10.0,206576
ICD10-C32.2,206577
ICD10-A79.1,206578
ICD10-J20.2,206579
ICD10-H20.9,206580
ICD10-J67.4,206581
ICD10-F06.1,206582
ICD10-G40.82,206583
ICD10-J12.2,206584
ICD10-D17,206585
ICD10-H21.56,206586
ICD10-N41.1,206587
ICD10-C40,206588
ICD10-E22.2,206589
ICD10-K13.3,206590
ICD10-C91.40,206591
ICD10-G59.0,206592
ICD10-T71.9,206593
ICD10-D56.3,206594
ICD10-D47.9,206595
ICD10-Q44.6,206596
ICD10-R23.3,206597
ICD10-G14,206598
ICD10-D59.4,206599
ICD10-M43.0,206600
ICD10-H26.2,206601
ICD10-S09.7,206602
ICD10-D68.0,206603
ICD10-E61.8,206604
ICD10-E71.511,206605
ICD10-L40.8,206606
ICD10-P13.8,206607
ICD10-S12.1,206608
ICD10-A57,206609
ICD10-D06.9,206610
ICD10-D68.6,206611
ICD10-R42,206612
ICD10-M43.6,206613
ICD10-Z04.6,206614
ICD10-N12,206615
ICD10-N73,206616
ICD10-K52.3,206617
ICD10-I68,206618
ICD10-N41.9,206619
ICD10-Q86,206620
ICD10-A39.8,206621
ICD10-S25.4,206622
ICD10-S31.7,206623
ICD10-Q65.6,206624
ICD10-S60.2,206625
ICD10-S72.3,206626
ICD10-I23.4,206627
ICD10-K61.0,206628
ICD10-C64.2,206629
ICD10-F33.0,206630
ICD10-Q61.2,206631
ICD10-O03.7,206632
ICD10-B00.0,206633
ICD10-H51.8,206634
ICD10-Q21.2,206635
ICD10-G63.4,206636
ICD10-H02.52,206637
ICD10-H40,206638
ICD10-J39.3,206639
ICD10-E27.9,206640
ICD10-C85.7,206641
ICD10-Q56.3,206642
ICD10-D63.8,206643
ICD10-Q82.4,206644
ICD10-C83.70,206645
ICD10-C49,206646
ICD10-O36.81,206647
ICD10-S43.1,206648
ICD10-N40-N51,206649
ICD10-G53.0,206650
ICD10-R13.10,206651
ICD10-D47.01,206652
ICD10-F05.8,206653
ICD10-I23.1,206654
ICD10-A69.2,206655
ICD10-A49.2,206656
ICD10-M86.9,206657
ICD10-K50.9,206658
ICD10-P54.0,206659
ICD10-N84.2,206660
ICD10-S00,206661
ICD10-K55-K64,206662
ICD10-M21.1,206663
ICD10-P11.4,206664
ICD10-J98.9,206665
ICD10-I06.2,206666
ICD10-E05.8,206667
ICD10-Z02.8,206668
ICD10-A38,206669
ICD10-K81.1,206670
ICD10-R44.0,206671
ICD10-F90,206672
ICD10-E50.8,206673
ICD10-S07,206674
ICD10-N89.2,206675
ICD10-D15,206676
ICD10-Z04,206677
ICD10-E78.8,206678
ICD10-J66.8,206679
ICD10-Q79.3,206680
ICD10-K90.0,206681
ICD10-F10.2,206682
ICD10-J20,206683
ICD10-G71.0,206684
ICD10-N44,206685
ICD10-G46.0,206686
ICD10-K07,206687
ICD10-J21.0,206688
ICD10-E73.1,206689
ICD10-Z72.820,206690
ICD10-M10.2,206691
ICD10-K04.0,206692
ICD10-Q38.6,206693
ICD10-R31.0,206694
ICD10-Q72.7,206695
ICD10-G13,206696
ICD10-D23,206697
ICD10-S81.8,206698
ICD10-N95.3,206699
ICD10-Q89.7,206700
ICD10-S51.8,206701
ICD10-Q31.3,206702
ICD10-R04.0,206703
ICD10-G63.5,206704
ICD10-A49,206705
ICD10-H65,206706
ICD10-B20-B24,206707
ICD10-N13.4,206708
ICD10-B47.0,206709
ICD10-L87.8,206710
ICD10-H22.1,206711
ICD10-N85.4,206712
ICD10-M67.3,206713
ICD10-D75.1,206714
ICD10-J11.1,206715
ICD10-C83.7,206716
ICD10-M10.1,206717
ICD10-O72,206718
ICD10-P76,206719
ICD10-E16.1,206720
ICD10-Q64.10,206721
ICD10-E75.26,206722
ICD10-G97.2,206723
ICD10-S05.8,206724
ICD10-S18,206725
ICD10-M35.2,206726
ICD10-D52.1,206727
ICD10-R65.20,206728
ICD10-D66,206729
ICD10-D29.2,206730
ICD10-D53.1,206731
ICD10-C24,206732
ICD10-K80-K87,206733
ICD10-E76.0,206734
ICD10-D19,206735
ICD10-I82.90,206736
ICD10-Z15.01,206737
ICD10-Q93.88,206738
ICD10-N30.3,206739
ICD10-I82.1,206740
ICD10-E26.9,206741
ICD10-E75.249,206742
ICD10-I67.4,206743
ICD10-E24,206744
ICD10-D14,206745
ICD10-S35.1,206746
ICD10-D10,206747
ICD10-N32.4,206748
ICD10-H91.90,206749
ICD10-C22.3,206750
ICD10-S92.4,206751
ICD10-D73.1,206752
ICD10-L92.0,206753
ICD10-S00.4,206754
ICD10-R53.83,206755
ICD10-K56.3,206756
ICD10-M31.3,206757
ICD10-A18.1,206758
ICD10-H15.8,206759
ICD10-K91,206760
ICD10-E72.2,206761
ICD10-R47.02,206762
ICD10-K60.3,206763
ICD10-Q76.7,206764
ICD10-A81.8,206765
ICD10-L94.1,206766
ICD10-H53.63,206767
ICD10-C34.90,206768
ICD10-A30,206769
ICD10-E31.0,206770
ICD10-Q33.3,206771
ICD10-R73,206772
ICD10-L73.2,206773
ICD10-P21.9,206774
ICD10-G83.3,206775
ICD10-M76.4,206776
ICD10-C83.6,206777
ICD10-R41.2,206778
ICD10-K70.3,206779
ICD10-R11,206780
ICD10-A17,206781
ICD10-H44.6,206782
ICD10-R18,206783
ICD10-G80.9,206784
ICD10-M79.0,206785
ICD10-C92.3,206786
ICD10-D47.3,206787
ICD10-G51.0,206788
ICD10-E72.53,206789
ICD10-J67.8,206790
ICD10-E58,206791
ICD10-J66.1,206792
ICD10-F12.1,206793
ICD10-S52,206794
ICD10-P12.4,206795
ICD10-P76.0,206796
ICD10-H95,206797
ICD10-S82.1,206798
ICD10-E34.50,206799
ICD10-E78.72,206800
ICD10-L40.3,206801
ICD10-H90.8,206802
ICD10-M25.7,206803
ICD10-C82.0,206804
ICD10-E64.8,206805
ICD10-J20.8,206806
ICD10-S08.0,206807
ICD10-S67.8,206808
ICD10-N99.1,206809
ICD10-P76.2,206810
ICD10-D45,206811
ICD10-A50.1,206812
ICD10-S72.2,206813
ICD10-I33,206814
ICD10-C69-C72,206815
ICD10-E71.51,206816
ICD10-P14,206817
ICD10-L29.1,206818
ICD10-K93.0,206819
ICD10-S24.3,206820
ICD10-K74.3,206821
ICD10-H02.8,206822
ICD10-S90,206823
ICD10-M79.669,206824
ICD10-I61.1,206825
ICD10-G02.0,206826
ICD10-D53.8,206827
ICD10-I10-I15,206828
ICD10-K00.0,206829
ICD10-I24.0,206830
ICD10-K59.00,206831
ICD10-R59.1,206832
ICD10-E75.19,206833
ICD10-I47.2,206834
ICD10-I48.2,206835
ICD10-I95.8,206836
ICD10-G70,206837
ICD10-S94.8,206838
ICD10-M16,206839
ICD10-Q04.0,206840
ICD10-E53.9,206841
ICD10-B27.90,206842
ICD10-L63.8,206843
ICD10-C25,206844
ICD10-H34,206845
ICD10-F32.2,206846
ICD10-S70.0,206847
ICD10-R14,206848
ICD10-E70.41,206849
ICD10-H55.03,206850
ICD10-D82.1,206851
ICD10-E87.0,206852
ICD10-P22.0,206853
ICD10-C62.9,206854
ICD10-E66.3,206855
ICD10-R23.2,206856
ICD10-C67,206857
ICD10-I69.2,206858
ICD10-O07.7,206859
ICD10-A97,206860
ICD10-Z11.2,206861
ICD10-S32.7,206862
ICD10-H51.2,206863
ICD10-M33.2,206864
ICD10-Q77.7,206865
ICD10-H66.9,206866
ICD10-R76,206867
ICD10-D89.81,206868
ICD10-N98.1,206869
ICD10-G12,206870
ICD10-E71.3,206871
ICD10-J06,206872
ICD10-E76.3,206873
ICD10-E06.1,206874
ICD10-M33.0,206875
ICD10-J96.1,206876
ICD10-M60.9,206877
ICD10-Q25.0,206878
ICD10-H65.3,206879
ICD10-B71.1,206880
ICD10-P50.5,206881
ICD10-P59.9,206882
ICD10-M25.56,206883
ICD10-J02.0,206884
ICD10-Z11.3,206885
ICD10-J93.1,206886
ICD10-Q82.2,206887
ICD10-E80.2,206888
ICD10-A56,206889
ICD10-E80.7,206890
ICD10-C71.6,206891
ICD10-F54,206892
ICD10-O00.90,206893
ICD10-C95,206894
ICD10-K60,206895
ICD10-Q53.1,206896
ICD10-E14,206897
ICD10-S02.7,206898
ICD10-B97.21,206899
ICD10-D51.2,206900
ICD10-B52.0,206901
ICD10-H51.11,206902
ICD10-R82.994,206903
ICD10-D13.0,206904
ICD10-G30.1,206905
ICD10-Q13.4,206906
ICD10-H25,206907
ICD10-S78.1,206908
ICD10-K00.7,206909
ICD10-J44.9,206910
ICD10-A63.0,206911
ICD10-C93.0,206912
ICD10-L40.5,206913
ICD10-N82.0,206914
ICD10-L90.6,206915
ICD10-K74.60,206916
ICD10-F89,206917
ICD10-S11,206918
ICD10-G82.50,206919
ICD10-M02.0,206920
ICD10-C85.99,206921
ICD10-T11.8,206922
ICD10-D47.02,206923
ICD10-L66.8,206924
ICD10-R78.81,206925
ICD10-R45.86,206926
ICD10-G30-G32,206927
ICD10-F20.2,206928
ICD10-B02.9,206929
ICD10-D49.9,206930
ICD10-K31.0,206931
ICD10-E76.219,206932
ICD10-Q39.0,206933
ICD10-K13.5,206934
ICD10-Q76.2,206935
ICD10-E00,206936
ICD10-H47.01,206937
ICD10-P50.3,206938
ICD10-VI,206939
ICD10-D02.2,206940
ICD10-G40.0,206941
ICD10-M23.1,206942
ICD10-E78.0,206943
ICD10-A32.9,206944
ICD10-B74.8,206945
ICD10-S74.0,206946
ICD10-O00.0,206947
ICD10-41.129,206948
ICD10-C79.8,206949
ICD10-O06.2,206950
ICD10-E76.210,206951
ICD10-M95.8,206952
ICD10-R63.6,206953
ICD10-Q43.8,206954
ICD10-T88.7,206955
ICD10-E83.10,206956
ICD10-H01.00,206957
ICD10-F19.1,206958
ICD10-R20.0,206959
ICD10-G91.3,206960
ICD10-R57.2,206961
ICD10-O43.90,206962
ICD10-S04.6,206963
ICD10-T81.2,206964
ICD10-K85.3,206965
ICD10-E23.7,206966
ICD10-L81.9,206967
ICD10-J94.2,206968
ICD10-C44.92,206969
ICD10-C84.0,206970
ICD10-G60.3,206971
ICD10-K06.0,206972
ICD10-E83.52,206973
ICD10-Q27.0,206974
ICD10-Q36,206975
ICD10-H02.84,206976
ICD10-D55.0,206977
ICD10-G57.2,206978
ICD10-B48.0,206979
ICD10-B81.2,206980
ICD10-P50,206981
ICD10-F95.1,206982
ICD10-S11.7,206983
ICD10-C84.7,206984
ICD10-D01,206985
ICD10-S27.4,206986
ICD10-Q30.0,206987
ICD10-C54,206988
ICD10-M63,206989
ICD10-R80,206990
ICD10-L23.8,206991
ICD10-Q96,206992
ICD10-C86.1,206993
ICD10-S41.8,206994
ICD10-S39.8,206995
ICD10-Q44.2,206996
ICD10-K75.0,206997
ICD10-B44.9,206998
ICD10-J98.11,206999
ICD10-G96.9,207000
ICD10-N18.3,207001
ICD10-G25.0,207002
ICD10-S84,207003
ICD10-O90.3,207004
ICD10-P55,207005
ICD10-T88.6,207006
ICD10-S58.1,207007
ICD10-E85.9,207008
ICD10-Q99.2,207009
ICD10-Z02.7,207010
ICD10-G40.8,207011
ICD10-S13.5,207012
ICD10-C32,207013
ICD10-G37.4,207014
ICD10-R52,207015
ICD10-K11.6,207016
ICD10-H04.12,207017
ICD10-I70.8,207018
ICD10-I45.89,207019
ICD10-C92.A0,207020
ICD10-S68.1,207021
ICD10-E73.0,207022
ICD10-B39,207023
ICD10-R10.83,207024
ICD10-M48,207025
ICD10-E72.23,207026
ICD10-T86,207027
ICD10-N88.3,207028
ICD10-G40.7,207029
ICD10-M09.0,207030
ICD10-G93.1,207031
ICD10-C16.9,207032
ICD10-Q78.0,207033
ICD10-J30.89,207034
ICD10-T86.2,207035
ICD10-B53,207036
ICD10-L53.8,207037
ICD10-I72.0,207038
ICD10-J32.8,207039
ICD10-L29.3,207040
ICD10-Q20.3,207041
ICD10-H91,207042
ICD10-T02,207043
ICD10-E83.0,207044
ICD10-N43.1,207045
ICD10-G60,207046
ICD10-Q84.6,207047
ICD10-L63,207048
ICD10-S79.7,207049
ICD10-R13,207050
ICD10-S73,207051
ICD10-F50.81,207052
ICD10-G57.6,207053
ICD10-C93.10,207054
ICD10-F42.8,207055
ICD10-N89.4,207056
ICD10-F01.2,207057
ICD10-L72.0,207058
ICD10-H53.50,207059
ICD10-O41.00,207060
ICD10-H40.9,207061
ICD10-Q30.3,207062
ICD10-P52.2,207063
ICD10-S33.4,207064
ICD10-O06.6,207065
ICD10-H49.88,207066
ICD10-H65.1,207067
ICD10-Q13.0,207068
ICD10-M51.9,207069
ICD10-G37.1,207070
ICD10-S62.0,207071
ICD10-A81.1,207072
ICD10-S25.3,207073
ICD10-H26.1,207074
ICD10-S35.7,207075
ICD10-G47.22,207076
ICD10-I06.1,207077
ICD10-K59.3,207078
ICD10-S31.8,207079
ICD10-I77.81,207080
ICD10-M26.6,207081
ICD10-Q67.7,207082
ICD10-J43.8,207083
ICD10-Q78.3,207084
ICD10-D70.0,207085
ICD10-F50,207086
ICD10-N18.4,207087
ICD10-B08.4,207088
ICD10-S22.4,207089
ICD10-E06.3,207090
ICD10-D80.2,207091
ICD10-S52.5,207092
ICD10-N76.6,207093
ICD10-S30.2,207094
ICD10-G89.18,207095
ICD10-E34.8,207096
ICD10-C47.9,207097
ICD10-E71.121,207098
ICD10-D25,207099
ICD10-D82,207100
ICD10-K70.2,207101
ICD10-B50.8,207102
ICD10-G60.8,207103
ICD10-N64.1,207104
ICD10-E75,207105
ICD10-N64.4,207106
ICD10-Q80.4,207107
ICD10-Z11.5,207108
ICD10-D31.3,207109
ICD10-Q82.3,207110
ICD10-R17,207111
ICD10-L24.7,207112
ICD10-O01,207113
ICD10-F11.1,207114
ICD10-R45.851,207115
ICD10-A31.0,207116
ICD10-D07.5,207117
ICD10-K70-K77,207118
ICD10-A31.2,207119
ICD10-M80,207120
ICD10-M60,207121
ICD10-I45.6,207122
ICD10-M75.1,207123
ICD10-C96.2,207124
ICD10-I84,207125
ICD10-R53.1,207126
ICD10-P60,207127
ICD10-F99,207128
ICD10-Q83.3,207129
ICD10-H90.2,207130
ICD10-H16.0,207131
ICD10-J06.8,207132
ICD10-K80.0,207133
ICD10-D65,207134
ICD10-K20,207135
ICD10-P10,207136
ICD10-T20,207137
ICD10-H40.4,207138
ICD10-H02.3,207139
ICD10-E75.4,207140
ICD10-R05,207141
ICD10-H91.2,207142
ICD10-K81,207143
ICD10-N17.8,207144
ICD10-G91.0,207145
ICD10-N10,207146
ICD10-R20.3,207147
ICD10-P57,207148
ICD10-G37.0,207149
ICD10-K86.2,207150
ICD10-G54.5,207151
ICD10-XVIII,207152
ICD10-J70.8,207153
ICD10-M96.1,207154
ICD10-I31.2,207155
ICD10-C92.4,207156
ICD10-C54.1,207157
ICD10-S93.3,207158
ICD10-I49.9,207159
ICD10-K62,207160
ICD10-C92.0,207161
ICD10-S05.3,207162
ICD10-I81,207163
ICD10-G81.10,207164
ICD10-H27.8,207165
ICD10-D12.9,207166
ICD10-S83,207167
ICD10-C18.8,207168
ICD10-R06.81,207169
ICD10-F60.7,207170
ICD10-L70,207171
ICD10-Q70.9,207172
ICD10-B51.8,207173
ICD10-M85,207174
ICD10-C45-C49,207175
ICD10-S52.6,207176
ICD10-C75.1,207177
ICD10-B50.9,207178
ICD10-G95.1,207179
ICD10-E88.1,207180
ICD10-A81.0,207181
ICD10-C93.1,207182
ICD10-B02,207183
ICD10-E51.8,207184
ICD10-R94.4,207185
ICD10-S65.4,207186
ICD10-M49.3,207187
ICD10-I69.4,207188
ICD10-Q30.1,207189
ICD10-Q63.2,207190
ICD10-G43.109,207191
ICD10-M90.5,207192
ICD10-C05.8,207193
ICD10-O03.5,207194
ICD10-Z09,207195
ICD10-R06.8,207196
ICD10-G44.89,207197
ICD10-A17.1,207198
ICD10-K70.0,207199
ICD10-S66.7,207200
ICD10-Q15.9,207201
ICD10-Q80.1,207202
ICD10-L24.0,207203
ICD10-M32,207204
ICD10-I23.2,207205
ICD10-H53.48,207206
ICD10-Q68.4,207207
ICD10-Q12.0,207208
ICD10-M25.569,207209
ICD10-K14.5,207210
ICD10-Z04.3,207211
ICD10-G47.0,207212
ICD10-I48.0,207213
ICD10-D56.0,207214
ICD10-M72.8,207215
ICD10-E34.51,207216
ICD10-L27.0,207217
ICD10-Q80.0,207218
ICD10-E83.51,207219
ICD10-S34.3,207220
ICD10-M21.22,207221
ICD10-F50.2,207222
ICD10-P50.0,207223
ICD10-Q76.0,207224
ICD10-F51.01,207225
ICD10-J69.1,207226
ICD10-Q77.1,207227
ICD10-I67.8,207228
ICD10-L11.0,207229
ICD10-G56.0,207230
ICD10-M23.2,207231
ICD10-H33.4,207232
ICD10-Q61.5,207233
ICD10-C06,207234
ICD10-T27,207235
ICD10-D72.819,207236
ICD10-C85.0,207237
ICD10-M02.2,207238
ICD10-F40.1,207239
ICD10-G97,207240
ICD10-E24.9,207241
ICD10-D74.8,207242
ICD10-M94.2,207243
ICD10-M27.8,207244
ICD10-C92.20,207245
ICD10-S82,207246
ICD10-Z03,207247
ICD10-D55.3,207248
ICD10-I06.0,207249
ICD10-J20.3,207250
ICD10-Q61.4,207251
ICD10-R30.0,207252
ICD10-S96.8,207253
ICD10-Q87.40,207254
ICD10-S27.1,207255
ICD10-L84,207256
ICD10-E30.0,207257
ICD10-P84,207258
ICD10-Q26.8,207259
ICD10-I11,207260
ICD10-L65.0,207261
ICD10-C18.1,207262
ICD10-O40,207263
ICD10-X78,207264
ICD10-S53.1,207265
ICD10-D01.0,207266
ICD10-G12.9,207267
ICD10-I72,207268
ICD10-J67.9,207269
ICD10-N48.6,207270
ICD10-A52.2,207271
ICD10-C60,207272
ICD10-K86,207273
ICD10-E72.01,207274
ICD10-K22.3,207275
ICD10-C57.0,207276
ICD10-J00,207277
ICD10-M51,207278
ICD10-S04.1,207279
ICD10-J80-J84,207280
ICD10-E89.1,207281
ICD10-T56.1X1,207282
ICD10-L24.9,207283
ICD10-M06.4,207284
ICD10-Q35.7,207285
ICD10-S35.3,207286
ICD10-M79.6,207287
ICD10-S86.3,207288
ICD10-S26.8,207289
ICD10-A79.8,207290
ICD10-M86.5,207291
ICD10-Q22.2,207292
ICD10-A52.1,207293
ICD10-J98.4,207294
ICD10-R44.3,207295
ICD10-D26.7,207296
ICD10-D18.1,207297
ICD10-K09.0,207298
ICD10-E05.00,207299
ICD10-A83.2,207300
ICD10-H60.1,207301
ICD10-G40.909,207302
ICD10-H47.3,207303
ICD10-O00.1,207304
ICD10-L93.1,207305
ICD10-Q93.82,207306
ICD10-G97.8,207307
ICD10-Q67.1,207308
ICD10-K04.7,207309
ICD10-J14,207310
ICD10-K52.2,207311
ICD10-H02,207312
ICD10-I44.7,207313
ICD10-Q68.1,207314
ICD10-B65,207315
ICD10-Z13,207316
ICD10-Z12.1,207317
ICD10-C92.2,207318
ICD10-D61.9,207319
ICD10-J38,207320
ICD10-D10.1,207321
ICD10-S49.7,207322
ICD10-F94.0,207323
ICD10-I12.9,207324
ICD10-G11,207325
ICD10-D25.9,207326
ICD10-C72.9,207327
ICD10-H18.6,207328
ICD10-S76.0,207329
ICD10-D68.5,207330
ICD10-Q62.39,207331
ICD10-C50,207332
ICD10-K55.8,207333
ICD10-Q74.0,207334
ICD10-I36.0,207335
ICD10-I09.2,207336
ICD10-F23.8,207337
ICD10-Q72.6,207338
ICD10-N32.8,207339
ICD10-J62.8,207340
ICD10-D70.9,207341
ICD10-S04.4,207342
ICD10-K62.0,207343
ICD10-D89.1,207344
ICD10-G46.4,207345
ICD10-H46.9,207346
ICD10-H92.2,207347
ICD10-C88.0,207348
ICD10-D14.4,207349
ICD10-C4A.9,207350
ICD10-B18.8,207351
ICD10-J70.1,207352
ICD10-D68.2,207353
ICD10-Q67.0,207354
ICD10-Q84.3,207355
ICD10-E72.03,207356
ICD10-K13.6,207357
ICD10-C76.0,207358
ICD10-Q72.4,207359
ICD10-F31.9,207360
ICD10-F82,207361
ICD10-S82.4,207362
ICD10-G90.4,207363
ICD10-S36.0,207364
ICD10-G11.2,207365
ICD10-Q79.4,207366
ICD10-N39.4,207367
ICD10-A54.3,207368
ICD10-I51.4,207369
ICD10-H93.25,207370
ICD10-E87.7,207371
ICD10-K56,207372
ICD10-O06.3,207373
ICD10-Q68.3,207374
ICD10-Q82.1,207375
ICD10-G80.3,207376
ICD10-S22.0,207377
ICD10-G37.9,207378
ICD10-H66.0,207379
ICD10-J15.7,207380
ICD10-J68.2,207381
ICD10-M54.9,207382
ICD10-C25.9,207383
ICD10-G47.13,207384
ICD10-Q13.2,207385
ICD10-C83.0,207386
ICD10-R31.9,207387
ICD10-D64.4,207388
ICD10-N30.8,207389
ICD10-I61,207390
ICD10-D57.3,207391
ICD10-P10.3,207392
ICD10-Z04.4,207393
ICD10-H54.0,207394
ICD10-S82.3,207395
ICD10-H44.4,207396
ICD10-Q34.1,207397
ICD10-O14.2,207398
ICD10-M12.3,207399
ICD10-R25,207400
ICD10-E78.6,207401
ICD10-E74.04,207402
ICD10-K03,207403
ICD10-G11.1,207404
ICD10-I42.3,207405
ICD10-K04.1,207406
ICD10-P54.4,207407
ICD10-N71.0,207408
ICD10-G56.2,207409
ICD10-Q78.4,207410
ICD10-J98.3,207411
ICD10-S53.2,207412
ICD10-H10.1,207413
ICD10-S45.7,207414
ICD10-I78.1,207415
ICD10-T56.0,207416
ICD10-E31.22,207417
ICD10-N13.6,207418
ICD10-E71.1,207419
ICD10-E34.0,207420
ICD10-B01.11,207421
ICD10-G44.3,207422
ICD10-G59,207423
ICD10-I39.2,207424
ICD10-D50.0,207425
ICD10-B17.0,207426
ICD10-L21.0,207427
ICD10-S10.7,207428
ICD10-E85.3,207429
ICD10-S50.8,207430
ICD10-G11.8,207431
ICD10-M87,207432
ICD10-M81.2,207433
ICD10-I95.1,207434
ICD10-E88.8,207435
ICD10-G63.2,207436
ICD10-R11.0,207437
ICD10-M21.16,207438
ICD10-S74.8,207439
ICD10-Q77.6,207440
ICD10-L44.0,207441
ICD10-D69.9,207442
ICD10-C84.00,207443
ICD10-M08.2,207444
ICD10-L58.1,207445
ICD10-L57.0,207446
ICD10-C43-C44,207447
ICD10-N21.1,207448
ICD10-S81,207449
ICD10-R52.0,207450
ICD10-S78.0,207451
ICD10-F80.82,207452
ICD10-G93.2,207453
ICD10-A51,207454
ICD10-I61.9,207455
ICD10-N46.9,207456
ICD10-S97.8,207457
ICD10-S80.8,207458
ICD10-D00.2,207459
ICD10-G43.2,207460
ICD10-Z02.0,207461
ICD10-H35.7,207462
ICD10-O21,207463
ICD10-E72.19,207464
ICD10-I97.1,207465
ICD10-H52.03,207466
ICD10-S01.7,207467
ICD10-Q72,207468
ICD10-N97.1,207469
ICD10-D56.1,207470
ICD10-F93.0,207471
ICD10-S01,207472
ICD10-G25.5,207473
ICD10-G35-G37,207474
ICD10-K51.0,207475
ICD10-S66.0,207476
ICD10-C21.0,207477
ICD10-C11.8,207478
ICD10-Z02,207479
ICD10-M10.9,207480
ICD10-C22,207481
ICD10-K22.6,207482
ICD10-T73.0,207483
ICD10-A49.3,207484
ICD10-S29.7,207485
ICD10-E03.2,207486
ICD10-Q21.9,207487
ICD10-S92.5,207488
ICD10-G99.2,207489
ICD10-H31.1,207490
ICD10-R94.112,207491
ICD10-S35,207492
ICD10-A81.81,207493
ICD10-S95,207494
ICD10-N17.0,207495
ICD10-D05.1,207496
ICD10-D37.0,207497
ICD10-K35,207498
ICD10-G04.8,207499
ICD10-Q71.1,207500
ICD10-E24.0,207501
ICD10-E21.0,207502
ICD10-L89.1,207503
ICD10-F84.2,207504
ICD10-K71.8,207505
ICD10-M84.4,207506
ICD10-J93.9,207507
ICD10-S42.4,207508
ICD10-K59.8,207509
ICD10-D80.1,207510
ICD10-C67.8,207511
ICD10-I61.4,207512
ICD10-K62.2,207513
ICD10-T85.8,207514
ICD10-L87,207515
ICD10-E50.1,207516
ICD10-H71.9,207517
ICD10-S44.0,207518
ICD10-K51.3,207519
ICD10-K90.3,207520
ICD10-S76.1,207521
ICD10-C83.10,207522
ICD10-C74.9,207523
ICD10-S62.1,207524
ICD10-K12.0,207525
ICD10-F53,207526
ICD10-F31.4,207527
ICD10-I97.2,207528
ICD10-N94.1,207529
ICD10-H66,207530
ICD10-R00.2,207531
ICD10-I44.4,207532
ICD10-Z45.0,207533
ICD10-Q04.6,207534
ICD10-A84.1,207535
ICD10-A32.0,207536
ICD10-J02.8,207537
ICD10-L72.1,207538
ICD10-R29.0,207539
ICD10-L40.0,207540
ICD10-N82.8,207541
ICD10-H47.31,207542
ICD10-N91.0,207543
ICD10-F11.2,207544
ICD10-G82.20,207545
ICD10-Q00.2,207546
ICD10-F31.0,207547
ICD10-M89.50,207548
ICD10-G45.9,207549
ICD10-I60,207550
ICD10-S99.7,207551
ICD10-H00.0,207552
ICD10-F84.5,207553
ICD10-D13.1,207554
ICD10-S00.1,207555
ICD10-K85.8,207556
ICD10-K50-K52,207557
ICD10-K22.2,207558
ICD10-E75.01,207559
ICD10-A37,207560
ICD10-H02.9,207561
ICD10-H40.3,207562
ICD10-O03.3,207563
ICD10-C78.00,207564
ICD10-A81.01,207565
ICD10-I51.8,207566
ICD10-G30.9,207567
ICD10-M60.0,207568
ICD10-D72.810,207569
ICD10-N15.0,207570
ICD10-G52.2,207571
ICD10-Q33.1,207572
ICD10-C92.00,207573
ICD10-E21.2,207574
ICD10-C77.5,207575
ICD10-H57.0,207576
ICD10-G50-G59,207577
ICD10-IX,207578
ICD10-M04.2,207579
ICD10-F20,207580
ICD10-B85.0,207581
ICD10-G64,207582
ICD10-C71.0,207583
ICD10-M06.0,207584
ICD10-S02.5,207585
ICD10-Q31,207586
ICD10-K90-K93,207587
ICD10-M62.84,207588
ICD10-D47.5,207589
ICD10-C48.8,207590
ICD10-G92,207591
ICD10-S46.1,207592
ICD10-B69.8,207593
ICD10-D37.9,207594
ICD10-E05.3,207595
ICD10-O13,207596
ICD10-Q25.72,207597
ICD10-M45.9,207598
ICD10-G71.09,207599
ICD10-G36.0,207600
ICD10-S04.7,207601
ICD10-K74.69,207602
ICD10-M32.12,207603
ICD10-J20.4,207604
ICD10-F17,207605
ICD10-M79.7,207606
ICD10-G03,207607
ICD10-G41.2,207608
ICD10-J84.11,207609
ICD10-M72.6,207610
ICD10-H35.3,207611
ICD10-E87.6,207612
ICD10-R30,207613
ICD10-C43,207614
ICD10-R62.51,207615
ICD10-E88.41,207616
ICD10-I67.1,207617
ICD10-J94.0,207618
ICD10-C92.7,207619
ICD10-H27.9,207620
ICD10-C86,207621
ICD10-T86.11,207622
ICD10-F25.8,207623
ICD10-VII,207624
ICD10-Q00,207625
ICD10-C92.9,207626
ICD10-I79.8,207627
ICD10-T56.8,207628
ICD10-Q72.3,207629
ICD10-K75.3,207630
